image_path,label,class_name
data\gameplay-images\Free Fire\image_194.png,4,Free Fire
data\gameplay-images\Fortnite\image_754.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_494.png,5,Genshin Impact
data\gameplay-images\Roblox\image_410.png,8,Roblox
data\gameplay-images\Fortnite\image_517.png,2,Fortnite
data\gameplay-images\Roblox\image_580.png,8,Roblox
data\gameplay-images\Forza Horizon\image_353.png,3,Forza Horizon
data\gameplay-images\Roblox\image_710.png,8,Roblox
data\gameplay-images\Free Fire\image_249.png,4,Free Fire
data\gameplay-images\God of War\image_947.png,6,God of War
data\gameplay-images\Minecraft\image_11.png,7,Minecraft
data\gameplay-images\Terraria\image_962.png,9,Terraria
data\gameplay-images\Free Fire\image_612.png,4,Free Fire
data\gameplay-images\God of War\image_507.png,6,God of War
data\gameplay-images\Fortnite\image_770.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_535.png,3,Forza Horizon
data\gameplay-images\Among Us\image_885.png,0,Among Us
data\gameplay-images\Apex Legends\image_768.png,1,Apex Legends
data\gameplay-images\Fortnite\image_102.png,2,Fortnite
data\gameplay-images\God of War\image_649.png,6,God of War
data\gameplay-images\Forza Horizon\image_29.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_965.png,3,Forza Horizon
data\gameplay-images\Terraria\image_730.png,9,Terraria
data\gameplay-images\Roblox\image_65.png,8,Roblox
data\gameplay-images\Roblox\image_553.png,8,Roblox
data\gameplay-images\God of War\image_1001.png,6,God of War
data\gameplay-images\Fortnite\image_605.png,2,Fortnite
data\gameplay-images\Apex Legends\image_691.png,1,Apex Legends
data\gameplay-images\God of War\image_273.png,6,God of War
data\gameplay-images\Minecraft\image_737.png,7,Minecraft
data\gameplay-images\Minecraft\image_54.png,7,Minecraft
data\gameplay-images\Among Us\image_112.png,0,Among Us
data\gameplay-images\Forza Horizon\image_533.png,3,Forza Horizon
data\gameplay-images\Terraria\image_418.png,9,Terraria
data\gameplay-images\God of War\image_333.png,6,God of War
data\gameplay-images\Forza Horizon\image_1015.png,3,Forza Horizon
data\gameplay-images\Roblox\image_516.png,8,Roblox
data\gameplay-images\God of War\image_379.png,6,God of War
data\gameplay-images\Forza Horizon\image_891.png,3,Forza Horizon
data\gameplay-images\Among Us\image_710.png,0,Among Us
data\gameplay-images\Fortnite\image_501.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_37.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_937.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_56.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_878.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_950.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_833.png,2,Fortnite
data\gameplay-images\God of War\image_103.png,6,God of War
data\gameplay-images\Apex Legends\image_715.png,1,Apex Legends
data\gameplay-images\Fortnite\image_346.png,2,Fortnite
data\gameplay-images\Terraria\image_878.png,9,Terraria
data\gameplay-images\Roblox\image_246.png,8,Roblox
data\gameplay-images\Roblox\image_820.png,8,Roblox
data\gameplay-images\Roblox\image_963.png,8,Roblox
data\gameplay-images\Free Fire\image_313.png,4,Free Fire
data\gameplay-images\Fortnite\image_60.png,2,Fortnite
data\gameplay-images\Free Fire\image_156.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_989.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_933.png,7,Minecraft
data\gameplay-images\Apex Legends\image_627.png,1,Apex Legends
data\gameplay-images\Terraria\image_946.png,9,Terraria
data\gameplay-images\Terraria\image_832.png,9,Terraria
data\gameplay-images\Terraria\image_425.png,9,Terraria
data\gameplay-images\Genshin Impact\image_278.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_520.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_569.png,1,Apex Legends
data\gameplay-images\Among Us\image_890.png,0,Among Us
data\gameplay-images\Roblox\image_198.png,8,Roblox
data\gameplay-images\Terraria\image_998.png,9,Terraria
data\gameplay-images\Forza Horizon\image_1007.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_756.png,4,Free Fire
data\gameplay-images\Among Us\image_430.png,0,Among Us
data\gameplay-images\God of War\image_92.png,6,God of War
data\gameplay-images\Roblox\image_2.png,8,Roblox
data\gameplay-images\Apex Legends\image_457.png,1,Apex Legends
data\gameplay-images\Free Fire\image_208.png,4,Free Fire
data\gameplay-images\Among Us\image_62.png,0,Among Us
data\gameplay-images\Free Fire\image_574.png,4,Free Fire
data\gameplay-images\God of War\image_467.png,6,God of War
data\gameplay-images\Minecraft\image_705.png,7,Minecraft
data\gameplay-images\Roblox\image_774.png,8,Roblox
data\gameplay-images\Apex Legends\image_378.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_497.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_974.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_51.png,1,Apex Legends
data\gameplay-images\Roblox\image_948.png,8,Roblox
data\gameplay-images\Among Us\image_498.png,0,Among Us
data\gameplay-images\Genshin Impact\image_510.png,5,Genshin Impact
data\gameplay-images\Roblox\image_228.png,8,Roblox
data\gameplay-images\Forza Horizon\image_486.png,3,Forza Horizon
data\gameplay-images\Roblox\image_35.png,8,Roblox
data\gameplay-images\Apex Legends\image_877.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_898.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_587.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_573.png,3,Forza Horizon
data\gameplay-images\Terraria\image_165.png,9,Terraria
data\gameplay-images\Roblox\image_405.png,8,Roblox
data\gameplay-images\Among Us\image_964.png,0,Among Us
data\gameplay-images\Forza Horizon\image_875.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_237.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_195.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_689.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_127.png,1,Apex Legends
data\gameplay-images\God of War\image_892.png,6,God of War
data\gameplay-images\Genshin Impact\image_189.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_314.png,3,Forza Horizon
data\gameplay-images\God of War\image_415.png,6,God of War
data\gameplay-images\Apex Legends\image_840.png,1,Apex Legends
data\gameplay-images\Terraria\image_106.png,9,Terraria
data\gameplay-images\Free Fire\image_234.png,4,Free Fire
data\gameplay-images\Fortnite\image_74.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_687.png,5,Genshin Impact
data\gameplay-images\Roblox\image_677.png,8,Roblox
data\gameplay-images\Forza Horizon\image_1022.png,3,Forza Horizon
data\gameplay-images\God of War\image_1007.png,6,God of War
data\gameplay-images\Forza Horizon\image_439.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_831.png,3,Forza Horizon
data\gameplay-images\Roblox\image_399.png,8,Roblox
data\gameplay-images\God of War\image_787.png,6,God of War
data\gameplay-images\Fortnite\image_312.png,2,Fortnite
data\gameplay-images\Free Fire\image_357.png,4,Free Fire
data\gameplay-images\Terraria\image_391.png,9,Terraria
data\gameplay-images\Genshin Impact\image_954.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_505.png,1,Apex Legends
data\gameplay-images\God of War\image_971.png,6,God of War
data\gameplay-images\Minecraft\image_456.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_1005.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_455.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_1006.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_443.png,2,Fortnite
data\gameplay-images\Terraria\image_120.png,9,Terraria
data\gameplay-images\Forza Horizon\image_348.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_388.png,7,Minecraft
data\gameplay-images\Among Us\image_542.png,0,Among Us
data\gameplay-images\Forza Horizon\image_966.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_529.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_418.png,1,Apex Legends
data\gameplay-images\Terraria\image_75.png,9,Terraria
data\gameplay-images\Apex Legends\image_318.png,1,Apex Legends
data\gameplay-images\Among Us\image_436.png,0,Among Us
data\gameplay-images\Roblox\image_672.png,8,Roblox
data\gameplay-images\Roblox\image_145.png,8,Roblox
data\gameplay-images\Roblox\image_860.png,8,Roblox
data\gameplay-images\Apex Legends\image_44.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_941.png,1,Apex Legends
data\gameplay-images\Fortnite\image_792.png,2,Fortnite
data\gameplay-images\Free Fire\image_584.png,4,Free Fire
data\gameplay-images\Free Fire\image_180.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_389.png,3,Forza Horizon
data\gameplay-images\Among Us\image_191.png,0,Among Us
data\gameplay-images\God of War\image_725.png,6,God of War
data\gameplay-images\Roblox\image_217.png,8,Roblox
data\gameplay-images\Genshin Impact\image_356.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_110.png,3,Forza Horizon
data\gameplay-images\Terraria\image_983.png,9,Terraria
data\gameplay-images\Forza Horizon\image_494.png,3,Forza Horizon
data\gameplay-images\Among Us\image_71.png,0,Among Us
data\gameplay-images\God of War\image_564.png,6,God of War
data\gameplay-images\God of War\image_309.png,6,God of War
data\gameplay-images\Genshin Impact\image_309.png,5,Genshin Impact
data\gameplay-images\Terraria\image_741.png,9,Terraria
data\gameplay-images\Terraria\image_577.png,9,Terraria
data\gameplay-images\God of War\image_660.png,6,God of War
data\gameplay-images\Apex Legends\image_324.png,1,Apex Legends
data\gameplay-images\God of War\image_574.png,6,God of War
data\gameplay-images\Terraria\image_706.png,9,Terraria
data\gameplay-images\Fortnite\image_336.png,2,Fortnite
data\gameplay-images\Roblox\image_343.png,8,Roblox
data\gameplay-images\Forza Horizon\image_832.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_180.png,1,Apex Legends
data\gameplay-images\Fortnite\image_77.png,2,Fortnite
data\gameplay-images\God of War\image_674.png,6,God of War
data\gameplay-images\Fortnite\image_518.png,2,Fortnite
data\gameplay-images\Fortnite\image_372.png,2,Fortnite
data\gameplay-images\Terraria\image_1000.png,9,Terraria
data\gameplay-images\God of War\image_676.png,6,God of War
data\gameplay-images\Genshin Impact\image_679.png,5,Genshin Impact
data\gameplay-images\Among Us\image_811.png,0,Among Us
data\gameplay-images\Roblox\image_6.png,8,Roblox
data\gameplay-images\Fortnite\image_584.png,2,Fortnite
data\gameplay-images\Terraria\image_920.png,9,Terraria
data\gameplay-images\Free Fire\image_551.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_749.png,5,Genshin Impact
data\gameplay-images\God of War\image_256.png,6,God of War
data\gameplay-images\God of War\image_276.png,6,God of War
data\gameplay-images\Free Fire\image_970.png,4,Free Fire
data\gameplay-images\God of War\image_824.png,6,God of War
data\gameplay-images\Minecraft\image_436.png,7,Minecraft
data\gameplay-images\Minecraft\image_703.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_413.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_29.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_18.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_415.png,5,Genshin Impact
data\gameplay-images\God of War\image_583.png,6,God of War
data\gameplay-images\Minecraft\image_975.png,7,Minecraft
data\gameplay-images\Minecraft\image_663.png,7,Minecraft
data\gameplay-images\Roblox\image_796.png,8,Roblox
data\gameplay-images\Free Fire\image_4.png,4,Free Fire
data\gameplay-images\Fortnite\image_206.png,2,Fortnite
data\gameplay-images\Apex Legends\image_94.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_968.png,5,Genshin Impact
data\gameplay-images\Terraria\image_792.png,9,Terraria
data\gameplay-images\Forza Horizon\image_260.png,3,Forza Horizon
data\gameplay-images\Roblox\image_683.png,8,Roblox
data\gameplay-images\God of War\image_827.png,6,God of War
data\gameplay-images\Terraria\image_493.png,9,Terraria
data\gameplay-images\Genshin Impact\image_739.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_89.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_319.png,7,Minecraft
data\gameplay-images\God of War\image_195.png,6,God of War
data\gameplay-images\Minecraft\image_220.png,7,Minecraft
data\gameplay-images\Roblox\image_321.png,8,Roblox
data\gameplay-images\Minecraft\image_500.png,7,Minecraft
data\gameplay-images\Roblox\image_36.png,8,Roblox
data\gameplay-images\Apex Legends\image_856.png,1,Apex Legends
data\gameplay-images\Free Fire\image_870.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_214.png,5,Genshin Impact
data\gameplay-images\Terraria\image_872.png,9,Terraria
data\gameplay-images\God of War\image_369.png,6,God of War
data\gameplay-images\Forza Horizon\image_125.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_648.png,5,Genshin Impact
data\gameplay-images\Among Us\image_120.png,0,Among Us
data\gameplay-images\Apex Legends\image_1023.png,1,Apex Legends
data\gameplay-images\God of War\image_875.png,6,God of War
data\gameplay-images\Free Fire\image_983.png,4,Free Fire
data\gameplay-images\Among Us\image_486.png,0,Among Us
data\gameplay-images\Roblox\image_929.png,8,Roblox
data\gameplay-images\Minecraft\image_471.png,7,Minecraft
data\gameplay-images\Terraria\image_843.png,9,Terraria
data\gameplay-images\Free Fire\image_609.png,4,Free Fire
data\gameplay-images\Apex Legends\image_716.png,1,Apex Legends
data\gameplay-images\Among Us\image_348.png,0,Among Us
data\gameplay-images\Free Fire\image_670.png,4,Free Fire
data\gameplay-images\Apex Legends\image_903.png,1,Apex Legends
data\gameplay-images\Minecraft\image_1059.png,7,Minecraft
data\gameplay-images\Terraria\image_370.png,9,Terraria
data\gameplay-images\Roblox\image_1000.png,8,Roblox
data\gameplay-images\Terraria\image_788.png,9,Terraria
data\gameplay-images\Free Fire\image_805.png,4,Free Fire
data\gameplay-images\Minecraft\image_749.png,7,Minecraft
data\gameplay-images\Minecraft\image_484.png,7,Minecraft
data\gameplay-images\Fortnite\image_704.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_98.png,5,Genshin Impact
data\gameplay-images\Terraria\image_630.png,9,Terraria
data\gameplay-images\God of War\image_406.png,6,God of War
data\gameplay-images\Apex Legends\image_414.png,1,Apex Legends
data\gameplay-images\Roblox\image_646.png,8,Roblox
data\gameplay-images\Free Fire\image_2.png,4,Free Fire
data\gameplay-images\Fortnite\image_573.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_919.png,5,Genshin Impact
data\gameplay-images\Terraria\image_519.png,9,Terraria
data\gameplay-images\God of War\image_962.png,6,God of War
data\gameplay-images\Forza Horizon\image_448.png,3,Forza Horizon
data\gameplay-images\God of War\image_231.png,6,God of War
data\gameplay-images\Fortnite\image_760.png,2,Fortnite
data\gameplay-images\Fortnite\image_589.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_527.png,5,Genshin Impact
data\gameplay-images\Among Us\image_546.png,0,Among Us
data\gameplay-images\Among Us\image_626.png,0,Among Us
data\gameplay-images\Terraria\image_449.png,9,Terraria
data\gameplay-images\Free Fire\image_456.png,4,Free Fire
data\gameplay-images\Roblox\image_177.png,8,Roblox
data\gameplay-images\Minecraft\image_762.png,7,Minecraft
data\gameplay-images\Fortnite\image_897.png,2,Fortnite
data\gameplay-images\Fortnite\image_719.png,2,Fortnite
data\gameplay-images\Roblox\image_439.png,8,Roblox
data\gameplay-images\Terraria\image_274.png,9,Terraria
data\gameplay-images\Genshin Impact\image_501.png,5,Genshin Impact
data\gameplay-images\Among Us\image_417.png,0,Among Us
data\gameplay-images\Terraria\image_502.png,9,Terraria
data\gameplay-images\Minecraft\image_970.png,7,Minecraft
data\gameplay-images\Terraria\image_814.png,9,Terraria
data\gameplay-images\Fortnite\image_350.png,2,Fortnite
data\gameplay-images\God of War\image_62.png,6,God of War
data\gameplay-images\Fortnite\image_938.png,2,Fortnite
data\gameplay-images\Among Us\image_165.png,0,Among Us
data\gameplay-images\God of War\image_75.png,6,God of War
data\gameplay-images\Fortnite\image_970.png,2,Fortnite
data\gameplay-images\Among Us\image_624.png,0,Among Us
data\gameplay-images\Terraria\image_1014.png,9,Terraria
data\gameplay-images\Among Us\image_226.png,0,Among Us
data\gameplay-images\Terraria\image_634.png,9,Terraria
data\gameplay-images\Roblox\image_515.png,8,Roblox
data\gameplay-images\Genshin Impact\image_1015.png,5,Genshin Impact
data\gameplay-images\God of War\image_246.png,6,God of War
data\gameplay-images\Apex Legends\image_981.png,1,Apex Legends
data\gameplay-images\Among Us\image_412.png,0,Among Us
data\gameplay-images\Free Fire\image_231.png,4,Free Fire
data\gameplay-images\Minecraft\image_638.png,7,Minecraft
data\gameplay-images\Minecraft\image_529.png,7,Minecraft
data\gameplay-images\God of War\image_716.png,6,God of War
data\gameplay-images\Forza Horizon\image_160.png,3,Forza Horizon
